id	taxonID	acceptedNameUsageID	scientificName	acceptedNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	taxonRemarks	modified	language	license	rightsHolder	accessRights	datasetName
575	575	575	Herzogiella striatella	Herzogiella striatella (Brid.) Z. Iwats.				|Musci|||Hypnaceae|Herzogiella|striatella|		Musci			Hypnaceae	Herzogiella	striatella		Espèce	(Brid.) Z. Iwats.	Accepté		2014-12-02					
576	576	576	Herzogiella turfacea	Herzogiella turfacea (Lindb.) Z. Iwats.				|Musci|||Hypnaceae|Herzogiella|turfacea|		Musci			Hypnaceae	Herzogiella	turfacea		Espèce	(Lindb.) Z. Iwats.	Accepté		2014-12-02					
577	577	577	Heterocladium dimorphum	Heterocladium dimorphum (Brid.) Schimp.				|Musci|||Pterigynandraceae|Heterocladium|dimorphum|		Musci			Pterigynandraceae	Heterocladium	dimorphum		Espèce	(Brid.) Schimp.	Accepté		2014-12-02					
578	578	578	Homalia trichomanoides	Homalia trichomanoides (Hedw.) Schimp.				|Musci|||Neckeraceae|Homalia|trichomanoides|		Musci			Neckeraceae	Homalia	trichomanoides		Espèce	(Hedw.) Schimp.	Accepté		2014-12-02					
579	579	579	Homomallium adnatum	Homomallium adnatum (Hedw.) Broth.				|Musci|||Hypnaceae|Homomallium|adnatum|		Musci			Hypnaceae	Homomallium	adnatum		Espèce	(Hedw.) Broth.	Accepté		2014-12-02					
580	580	580	Hygroamblystegium varium var. humile	Hygroamblystegium varium (Hedw.) Mönk. var. humile (P. Beauv.) Vanderp. & Hedenäs				|Musci|||Amblystegiaceae|Hygroamblystegium|varium|humile		Musci			Amblystegiaceae	Hygroamblystegium	varium	humile	Variété	(P. Beauv.) Vanderp. & Hedenäs	Accepté	Infraspecific Epithet Authorship : (P. Beauv.) Vanderp. & Hedenäs	2014-12-02					
581	581	581	Hygroamblystegium varium var. varium	Hygroamblystegium varium (Hedw.) Mönk. var. varium				|Musci|||Amblystegiaceae|Hygroamblystegium|varium|varium		Musci			Amblystegiaceae	Hygroamblystegium	varium	varium	Variété		Accepté		2014-12-02					
582	582	582	Hygrohypnum alpestre	Hygrohypnum alpestre (Hedw.) Loeske				|Musci|||Amblystegiaceae|Hygrohypnum|alpestre|		Musci			Amblystegiaceae	Hygrohypnum	alpestre		Espèce	(Hedw.) Loeske	Accepté		2014-12-02					
583	583	583	Hygrohypnum bestii	Hygrohypnum bestii (Renauld & Bryhn) Holz.				|Musci|||Amblystegiaceae|Hygrohypnum|bestii|		Musci			Amblystegiaceae	Hygrohypnum	bestii		Espèce	(Renauld & Bryhn) Holz.	Accepté		2014-12-02					
584	584	584	Hygrohypnum cochleariifolium	Hygrohypnum cochleariifolium (Venturi) Broth.				|Musci|||Amblystegiaceae|Hygrohypnum|cochleariifolium|		Musci			Amblystegiaceae	Hygrohypnum	cochleariifolium		Espèce	(Venturi) Broth.	Accepté		2014-12-02					
585	585	585	Hygrohypnum duriusculum	Hygrohypnum duriusculum (De Not.) D.W. Jamieson				|Musci|||Amblystegiaceae|Hygrohypnum|duriusculum|		Musci			Amblystegiaceae	Hygrohypnum	duriusculum		Espèce	(De Not.) D.W. Jamieson	Accepté		2014-12-02					
586	586	586	Hygrohypnum eugyrium	Hygrohypnum eugyrium (Schimp.) Loeske				|Musci|||Amblystegiaceae|Hygrohypnum|eugyrium|		Musci			Amblystegiaceae	Hygrohypnum	eugyrium		Espèce	(Schimp.) Loeske	Accepté		2014-12-02					
587	587	587	Hygrohypnum luridum	Hygrohypnum luridum (Hedw.) Jenn.				|Musci|||Amblystegiaceae|Hygrohypnum|luridum|		Musci			Amblystegiaceae	Hygrohypnum	luridum		Espèce	(Hedw.) Jenn.	Accepté		2014-12-02					
588	588	588	Hygrohypnum montanum	Hygrohypnum montanum (Lindb.) Broth.				|Musci|||Amblystegiaceae|Hygrohypnum|montanum|		Musci			Amblystegiaceae	Hygrohypnum	montanum		Espèce	(Lindb.) Broth.	Accepté		2014-12-02					
